property_type,society,sector,price,price_per_sq_ft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,ramson kshitij sec-95 gurugram,sector 95,0.27,2700.0,2.0,2.0,0,1.0,New Property,758.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,the close north,sector 50,2.7,10364.0,3.0,3.0,3+,6.0,Moderately Old,2400.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,emaar mgf emerald floors premier,sector 65,2.8,14177.0,4.0,4.0,3,2.0,Relatively New,2194.0,1.0,1.0,0.0,0.0,0.0,2.0,108.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,mapsko mount ville,sector 79,1.65,9091.0,3.0,3.0,0,12.0,Relatively New,1815.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,corona optus,sector 37c,1.44,7250.0,3.0,3.0,3+,8.0,New Property,2211.0,0.0,1.0,0.0,0.0,0.0,1.0,37.0,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,bestech park view residency,sector 2,1.02,7208.0,2.0,2.0,3,11.0,Moderately Old,1281.0,0.0,0.0,0.0,0.0,0.0,1.0,92.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,umang monsoon breeze,sector 78,1.05,5666.0,3.0,3.0,3,6.0,Moderately Old,1853.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.3733° N, 76.9729° E",28.3733,76.9729
house,independent,sector 9,0.5,6083.0,3.0,2.0,1,1.0,Old Property,822.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.4603° N, 77.0000° E",28.4603,77.0
house,independent,sector 9,1.65,18333.0,2.0,3.0,0,3.0,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.4603° N, 77.0000° E",28.4603,77.0
house,ansal sushant lok 2,sector 56,3.4,22222.0,6.0,6.0,3+,2.0,Moderately Old,1530.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,ats marigold,sector 89,1.5,8571.0,3.0,3.0,3,2.0,New Property,1944.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0,"28.4253° N, 76.9439° E",28.4253,76.9439
house,independent,sector 57,4.75,28788.0,3.0,3.0,3,2.0,Moderately Old,1650.0,0.0,0.0,1.0,0.0,0.0,2.0,96.0,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,central park resorts,sector 48,5.15,20900.0,3.0,3.0,3+,8.0,Moderately Old,2364.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,"28.4177° N, 77.0359° E",28.4177,77.0359
house,central park flower valley,sector 33,1.15,9350.0,2.0,2.0,3,2.0,Relatively New,1400.0,1.0,0.0,0.0,0.0,0.0,2.0,71.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,conscient elevate,sector 59,4.02,17500.0,3.0,3.0,1,3.0,Under Construction,2550.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,"28.4051° N, 77.1097° E",28.4051,77.1097
flat,sare green parc,sector 92,0.85,6538.0,3.0,2.0,2,20.0,Relatively New,1300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,piedmont taksila heights,sector 37c,0.9,5855.0,3.0,3.0,3,9.0,Moderately Old,1537.0,0.0,0.0,0.0,0.0,0.0,2.0,94.0,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,pyramid urban,sector 67a,0.7,11844.0,2.0,2.0,1,14.0,New Property,657.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,"28.3960° N, 77.0372° E",28.396,77.0372
flat,ramsons kshitij,sector 95,0.22,6470.0,1.0,1.0,1,2.0,New Property,308.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.4172° N, 76.9081° E",28.4172,76.9081
house,independent,sector 25,10.0,37037.0,5.0,6.0,3,3.0,Old Property,2700.0,0.0,1.0,1.0,0.0,0.0,2.0,64.0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,bptp terra,sector 37d,1.45,8006.0,3.0,3.0,3,8.0,Relatively New,1711.0,0.0,0.0,0.0,0.0,0.0,1.0,149.0,"28.4478° N, 76.9703° E",28.4478,76.9703
house,independent,sector 7,8.0,22222.0,4.0,5.0,3+,1.0,Old Property,3600.0,1.0,1.0,0.0,1.0,0.0,1.0,31.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,smart world orchard,sector 61,2.2,13500.0,3.0,3.0,2,1.0,Under Construction,1778.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,godrej oasis,sector 88a,1.19,10162.0,2.0,2.0,3,15.0,Relatively New,1387.0,1.0,0.0,0.0,1.0,0.0,2.0,174.0,"28.4347° N, 76.9557° E",28.4347,76.9557
flat,shree vardhman flora,sector 90,0.65,4814.0,2.0,2.0,3,3.0,Relatively New,1222.0,1.0,0.0,0.0,0.0,0.0,1.0,106.0,"28.4085° N, 76.9369° E",28.4085,76.9369
house,independent,sector 31,4.6,32258.0,2.0,2.0,2,2.0,Moderately Old,1426.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.4528° N, 77.0498° E",28.4528,77.0498
flat,birla navya,sector 63a,3.7,15416.0,3.0,3.0,3+,1.0,Under Construction,2667.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,"28.3923° N, 77.0888° E",28.3923,77.0888
flat,sbtl caladium,sector 109,1.8,7072.0,3.0,3.0,3+,10.0,Relatively New,2000.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,"28.5073° N, 77.0089° E",28.5073,77.0089
house,independent,sector 110,0.34,6800.0,1.0,1.0,0,1.0,Relatively New,500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,dlf regency park,sector 28,1.6,14545.0,2.0,2.0,2,3.0,Relatively New,1222.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,conscient elevate,sector 59,4.25,18518.0,3.0,4.0,3,3.0,Under Construction,2077.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.4051° N, 77.1097° E",28.4051,77.1097
flat,ats kocoon,sector 109,1.75,10028.0,3.0,3.0,3,10.0,Relatively New,1550.0,0.0,0.0,0.0,1.0,0.0,2.0,49.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,signature global city 37d ph 2,sector 37d,1.36,8846.0,3.0,3.0,3,1.0,Under Construction,1535.0,0.0,0.0,0.0,1.0,1.0,1.0,37.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,dlf the primus,sector 82a,3.5,13430.0,5.0,5.0,3+,14.0,Relatively New,2896.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,emaar digihomes,sector 62,2.45,16000.0,2.0,2.0,2,7.0,New Property,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,174.0,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,vatika gurgaon,sector 83,1.1,6051.0,3.0,3.0,3,12.0,Relatively New,1570.0,0.0,1.0,0.0,0.0,0.0,2.0,66.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,shree vardhman victoria,sector 70,1.78,9128.0,3.0,3.0,3+,7.0,Relatively New,1765.0,0.0,1.0,0.0,0.0,1.0,1.0,49.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,ireo skyon,sector 60,3.0,12484.0,3.0,3.0,3,5.0,Relatively New,2400.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,"28.4003° N, 77.0975° E",28.4003,77.0975
house,sushant lok 1 builder floors,sector 43,10.85,28841.0,8.0,8.0,3,3.0,Moderately Old,3762.0,1.0,1.0,1.0,1.0,0.0,0.0,160.0,"28.4629° N, 77.0772° E",28.4629,77.0772
house,independent,sector 28,11.75,41315.0,4.0,5.0,3+,4.0,Relatively New,2844.0,1.0,1.0,1.0,0.0,0.0,2.0,54.0,"28.4728° N, 77.0865° E",28.4728,77.0865
house,independent,sector 28,11.25,34722.0,9.0,9.0,3+,2.0,Moderately Old,3240.0,0.0,1.0,1.0,1.0,0.0,2.0,126.0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,paras dews,sector 106,1.2,11605.0,3.0,3.0,3,12.0,Relatively New,1145.0,1.0,0.0,0.0,0.0,0.0,1.0,158.0,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,kiran residency,sector 56,1.5,7500.0,3.0,3.0,3+,4.0,Relatively New,1900.0,0.0,1.0,0.0,0.0,0.0,2.0,126.0,"28.4245° N, 77.0991° E",28.4245,77.0991
house,independent,sector 26,13.5,29880.0,5.0,5.0,3+,2.0,Relatively New,4518.0,1.0,1.0,0.0,1.0,1.0,0.0,49.0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,dlf regal gardens,sector 90,1.75,7900.0,4.0,4.0,3+,3.0,Relatively New,2005.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,"28.4085° N, 76.9369° E",28.4085,76.9369
house,independent,sector 55,3.55,24500.0,4.0,4.0,3+,2.0,Old Property,1449.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,"28.4281° N, 77.1100° E",28.4281,77.11
house,independent,sector 2,1.0,8230.0,3.0,7.0,3+,3.0,Moderately Old,1215.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,tulip violet,sector 69,1.85,9203.0,4.0,4.0,2,14.0,Relatively New,1819.0,0.0,0.0,0.0,0.0,0.0,2.0,157.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,smart world orchard,sector 61,1.55,13478.0,2.0,2.0,1,3.0,Under Construction,1041.0,1.0,0.0,0.0,0.0,0.0,1.0,43.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,smart world gems,sector 89,1.2,8432.0,3.0,3.0,2,2.0,New Property,1581.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,"28.4253° N, 76.9439° E",28.4253,76.9439
house,international city by sobha phase 2,sector 109,10.0,27778.0,4.0,5.0,3+,2.0,New Property,3600.0,1.0,1.0,0.0,1.0,1.0,2.0,49.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,ats kocoon,sector 109,1.7,12878.0,3.0,3.0,3,22.0,Relatively New,1550.0,0.0,0.0,0.0,0.0,0.0,1.0,103.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,supertech araville,sector 79,0.71,5522.0,2.0,2.0,0,9.0,Under Construction,1295.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,dlf regal gardens,sector 90,1.23,7052.0,3.0,3.0,2,19.0,Relatively New,1578.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,unitech sunbreeze,sector 69,1.0,5476.0,4.0,3.0,0,0.0,Relatively New,1826.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,dlf the primus,sector 82a,2.95,11451.0,4.0,5.0,3+,10.0,Relatively New,2110.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,parsvnath green ville,sector 48,1.42,8606.0,3.0,3.0,3,1.0,Moderately Old,1493.0,0.0,0.0,1.0,0.0,0.0,0.0,174.0,"28.4177° N, 77.0359° E",28.4177,77.0359
house,independent,sector 24,3.5,32407.0,2.0,4.0,3,3.0,Old Property,1080.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,lotus homz,sector 111,0.6,8450.0,2.0,2.0,3,9.0,New Property,789.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,"28.5238° N, 77.0320° E",28.5238,77.032
flat,hsiidc sidco aravali,manesar,0.81,3129.0,3.0,3.0,3+,2.0,Moderately Old,1900.0,0.0,1.0,0.0,0.0,0.0,1.0,74.0,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,indiabulls centrum park,sector 103,1.9,5681.0,3.0,4.0,3+,10.0,Relatively New,3716.0,1.0,1.0,0.0,1.0,1.0,2.0,49.0,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,tulip violet,sector 69,1.68,10071.0,3.0,3.0,2,0.0,Relatively New,1510.0,0.0,0.0,0.0,0.0,0.0,1.0,157.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,professional society,manesar,0.75,3067.0,3.0,4.0,3,3.0,Relatively New,2717.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,greenopolis,sector 89,0.8,6168.0,2.0,2.0,2,6.0,Under Construction,1441.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,vatika city,sector 49,3.6,11920.0,4.0,5.0,3,7.0,Moderately Old,3356.0,0.0,1.0,0.0,1.0,0.0,0.0,15.0,"28.4121° N, 77.0480° E",28.4121,77.048
house,independent,sector 14,6.4,20317.0,6.0,6.0,3+,3.0,Old Property,3150.0,0.0,0.0,0.0,0.0,1.0,1.0,35.0,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,ansal api celebrity suites,sector 2,0.6,8163.0,1.0,1.0,1,5.0,Moderately Old,665.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,godrej nature plus,sector 33,1.4,15124.0,3.0,2.0,3+,20.0,New Property,113.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,dlf park place,sector 54,4.85,25866.0,3.0,4.0,3+,25.0,Relatively New,1875.0483259877835,0.0,1.0,0.0,0.0,0.0,2.0,26.0,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,vatika lifestyle homes,sector 83,1.15,8214.0,3.0,3.0,1,7.0,Moderately Old,1607.0,0.0,0.0,0.0,0.0,0.0,2.0,95.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,green court,sector 90,0.4,6389.0,2.0,2.0,1,8.0,New Property,575.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,imperia the esfera,sector 37c,0.95,5703.0,2.0,2.0,0,17.0,Under Construction,1578.0,0.0,1.0,0.0,0.0,0.0,1.0,66.0,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,dlf regal gardens,sector 90,1.25,10416.0,3.0,3.0,3,18.0,Moderately Old,1437.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,tulip violet,sector 69,1.75,8883.0,4.0,4.0,1,12.0,Relatively New,1783.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,"28.3966° N, 77.0341° E",28.3966,77.0341
house,project mianwali colony,sector 12,1.7,9444.0,1.0,1.0,2,1.0,Old Property,2000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.4723° N, 77.0320° E",28.4723,77.032
house,independent,sector 7,0.66,12000.0,3.0,1.0,1,3.0,Relatively New,550.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,unitech sunbreeze,sector 69,0.75,6849.0,2.0,2.0,2,4.0,Under Construction,991.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,kiran residency,sector 56,1.55,6888.0,3.0,3.0,3+,5.0,Moderately Old,1900.0,0.0,1.0,0.0,1.0,0.0,2.0,92.0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,ss the leaf,sector 85,2.1,7467.0,4.0,5.0,3+,9.0,Relatively New,2545.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,m3m sierra 68,sector 68,1.13,9076.0,2.0,2.0,3,9.0,Relatively New,1130.0,0.0,0.0,0.0,0.0,0.0,2.0,149.0,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,signature global the millennia 3,sector 37d,0.45,7627.0,2.0,3.0,2,8.0,Under Construction,656.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,umang monsoon breeze,sector 78,0.9,4615.0,3.0,3.0,2,1.0,Moderately Old,1900.0,0.0,1.0,0.0,1.0,0.0,1.0,65.0,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,m3m skycity,sector 65,2.85,15590.0,3.0,3.0,3,43.0,Under Construction,1828.094932649134,0.0,0.0,0.0,0.0,0.0,2.0,115.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,paras dews,sector 106,1.32,5605.0,4.0,5.0,3+,11.0,Relatively New,1535.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,"28.5007° N, 77.0003° E",28.5007,77.0003
house,independent,sector 17,3.0,11111.0,4.0,4.0,0,1.0,Old Property,3000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.4791° N, 77.0608° E",28.4791,77.0608
flat,ireo the corridors,sector 67a,1.6,9264.0,3.0,3.0,2,3.0,New Property,1346.0,0.0,0.0,1.0,0.0,0.0,2.0,142.0,"28.3960° N, 77.0372° E",28.396,77.0372
flat,godrej summit,sector 104,1.16,6387.0,3.0,4.0,3+,8.0,Relatively New,2018.0,0.0,1.0,0.0,0.0,0.0,2.0,96.0,"28.4788° N, 76.9960° E",28.4788,76.996
house,unitech espace,sector 50,7.35,41761.0,4.0,4.0,3+,3.0,Moderately Old,1760.0,0.0,1.0,0.0,1.0,0.0,2.0,52.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,tarc maceo,sector 91,0.87,6641.0,2.0,2.0,2,9.0,Relatively New,1148.0,0.0,0.0,1.0,0.0,0.0,1.0,78.0,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,dlf regency park,sector 28,1.91,16608.0,2.0,2.0,2,11.0,New Property,1278.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,irwo westend towers,sector 47,0.65,12059.0,1.0,1.0,2,3.0,Old Property,599.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,"28.4276° N, 77.0492° E",28.4276,77.0492
flat,godrej aria,sector 79,1.45,9062.0,2.0,2.0,3+,9.0,Relatively New,1494.0,1.0,0.0,0.0,0.0,0.0,1.0,113.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,dlf regal gardens,sector 90,1.26,7636.0,3.0,3.0,2,12.0,Relatively New,1650.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,godrej,sector 79,1.3,8269.0,2.0,2.0,3,3.0,New Property,1423.0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.3624° N, 76.9787° E",28.3624,76.9787
house,independent,sector 7,2.43,14890.0,4.0,4.0,2,3.0,Old Property,345.0,1.0,0.0,1.0,1.0,0.0,1.0,38.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,tulip violet,sector 69,1.68,8358.0,4.0,4.0,2,7.0,Relatively New,1819.0,0.0,0.0,0.0,0.0,0.0,1.0,127.0,"28.3966° N, 77.0341° E",28.3966,77.0341
house,satya the hermitage,sector 103,4.35,13501.0,4.0,4.0,3+,2.0,Relatively New,3222.0,1.0,1.0,1.0,1.0,0.0,2.0,138.0,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,apna enclave,sector 3,0.8,6153.0,3.0,3.0,1,0.0,Old Property,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,m3m soulitude,sector 89,1.25,8784.0,3.0,3.0,3,3.0,New Property,1288.0,1.0,0.0,0.0,0.0,1.0,1.0,61.0,"28.4253° N, 76.9439° E",28.4253,76.9439
house,signature global city 92,sector 92,0.75,7821.0,2.0,2.0,3,1.0,Relatively New,959.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,puri emerald bay,sector 104,1.5,9678.0,2.0,2.0,2,7.0,Under Construction,1403.0,0.0,0.0,0.0,0.0,1.0,1.0,43.0,"28.4788° N, 76.9960° E",28.4788,76.996
house,independent,sector 12,0.9,13333.0,2.0,4.0,0,2.0,Old Property,675.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,hsiidc sidco shivalik apartments,manesar,0.85,5102.0,3.0,2.0,2,5.0,Moderately Old,1508.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,godrej habitat,sector 3,1.2,8310.0,2.0,2.0,3,0.0,Under Construction,1307.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,"28.4909° N, 77.0176° E",28.4909,77.0176
house,independent,sector 9,3.4,12938.0,9.0,9.0,3,3.0,Moderately Old,2628.0,0.0,0.0,0.0,0.0,0.0,2.0,61.0,"28.4603° N, 77.0000° E",28.4603,77.0
flat,pareena laxmi apartments,sector 99a,0.3,5424.0,2.0,1.0,2,5.0,New Property,511.0,0.0,0.0,0.0,0.0,0.0,1.0,66.0,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,microtek greenburg,sector 86,1.25,8445.0,2.0,2.0,3,13.0,Moderately Old,1339.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,conscient heritage max,sector 102,1.82,9371.0,3.0,4.0,3+,15.0,Moderately Old,1757.0,0.0,1.0,0.0,0.0,0.0,1.0,125.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sonata group housing gh 24,manesar,1.65,5892.0,4.0,3.0,3,8.0,New Property,3111.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0,"28.3515° N, 76.9428° E",28.3515,76.9428
house,international city by sobha phase 1,sector 109,5.5,21603.0,4.0,4.0,3+,2.0,New Property,2430.0,0.0,1.0,0.0,0.0,0.0,1.0,61.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,godrej nature plus,sector 33,1.62,13974.0,3.0,4.0,3+,3.0,New Property,129.42,0.0,1.0,0.0,0.0,0.0,1.0,100.0,"28.4420° N, 77.0207° E",28.442,77.0207
house,uppal southend,sector 49,3.75,25562.0,2.0,6.0,3+,3.0,Moderately Old,1467.0,1.0,0.0,0.0,0.0,0.0,2.0,26.0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,shree arihant apartment,sector 54,1.5,8108.0,3.0,3.0,3+,4.0,Moderately Old,1700.0,0.0,0.0,0.0,1.0,0.0,2.0,75.0,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,dlf regal gardens,sector 90,1.15,6325.0,3.0,3.0,3+,18.0,Relatively New,1645.0,0.0,0.0,0.0,1.0,0.0,2.0,130.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,vatika india next,sector 82,0.8,6426.0,2.0,2.0,3,9.0,Relatively New,1383.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,sare green parc 2,sector 92,0.61,4837.0,3.0,2.0,2,6.0,Under Construction,1141.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,microtek greenburg,sector 86,1.45,9797.0,3.0,2.0,3,8.0,Relatively New,1480.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,orchid petals,sector 49,1.9,10526.0,3.0,3.0,3,2.0,Old Property,1600.0,0.0,0.0,0.0,0.0,1.0,2.0,49.0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,ss,sector 85,1.19,7121.0,2.0,2.0,3,11.0,Relatively New,1670.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,bestech park view city,sector 49,3.0,12589.0,4.0,4.0,3,5.0,Moderately Old,2200.0,0.0,1.0,0.0,1.0,0.0,2.0,141.0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,bestech park view residency,sector 2,1.4,7865.0,3.0,3.0,3+,8.0,Moderately Old,1611.0,0.0,0.0,0.0,0.0,0.0,1.0,92.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,m3m woodshire,sector 107,0.9,5867.0,2.0,2.0,3,8.0,Relatively New,1281.0,1.0,0.0,0.0,0.0,0.0,2.0,74.0,"28.5052° N, 76.9729° E",28.5052,76.9729
house,independent,sector 26,5.8,12838.0,4.0,4.0,3+,4.0,Old Property,4518.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,"28.4757° N, 77.1032° E",28.4757,77.1032
house,independent,sector 4,2.35,16319.0,4.0,4.0,2,2.0,Old Property,1440.0,0.0,0.0,0.0,1.0,0.0,1.0,43.0,"28.4738° N, 77.0107° E",28.4738,77.0107
house,unitech aspen greens,sector 50,7.0,32407.0,4.0,4.0,2,2.0,Old Property,2160.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,pioneer urban presidia,sector 62,7.15,16486.0,4.0,5.0,3+,7.0,Relatively New,3925.0,1.0,1.0,1.0,0.0,0.0,2.0,158.0,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,shapoorji pallonji joyville gurugram,sector 102,1.24,10205.0,2.0,2.0,2,10.0,Relatively New,1100.0,0.0,0.0,0.0,0.0,0.0,1.0,141.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,m3m woodshire,sector 107,0.9,6588.0,2.0,2.0,3+,4.0,Relatively New,1236.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,"28.5052° N, 76.9729° E",28.5052,76.9729
house,emaar mgf marbella,sector 66,12.0,38095.0,5.0,6.0,3+,3.0,Relatively New,3150.0,0.0,1.0,1.0,0.0,0.0,2.0,153.0,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,pareena coban residences,sector 99a,1.08,6625.0,3.0,5.0,3,2.0,Relatively New,1750.0,0.0,1.0,0.0,0.0,1.0,1.0,49.0,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,bptp terra,sector 37d,1.65,7530.0,4.0,3.0,3+,6.0,Relatively New,2091.0,0.0,0.0,0.0,0.0,0.0,2.0,149.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,signature global synera,sector 81,0.5,6802.0,2.0,2.0,3,6.0,Relatively New,700.0,0.0,0.0,0.0,0.0,0.0,1.0,117.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,paras dews,sector 106,1.25,10656.0,3.0,4.0,3,14.0,Relatively New,1305.0,1.0,1.0,0.0,0.0,0.0,1.0,167.0,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sare crescent parc,sector 92,0.5,5000.0,2.0,2.0,2,2.0,Relatively New,905.0,0.0,0.0,0.0,0.0,1.0,1.0,72.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sbr minda sec-1 imt manesar,manesar,0.64,4193.0,3.0,2.0,3+,6.0,Old Property,1696.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,"28.3515° N, 76.9428° E",28.3515,76.9428
